,_id,Timestamp,Name,Email,profession,interest,collaboration,Topic,Skills,password,Experience
49,,,John Shaw,john.shaw@university.edu,Researcher,Projects,Student,Project Management,"Business Domains - Education, Utilities (water, electricity), Retail, Car Manufacturing.. \nTechnical Domains - Systems Design, AWS/Azure, Web/Mobile Development, Backend Development (API/Microservices/Databases), AI, Quantum Computing\nProgramming Skillset - C#, Python, react js, no code tools like bubble.io, MySQL/postgres/Mongo DB, Cybersecurity, Cybersecurity, Cybersecurity",,3.0
50,,,Brianna Jones,brianna.jones@example.com,Researcher,Projects,Faculty,Data Warehousing,"IoT, Mainly necessary coding languages and web development, Mainly necessary coding languages and web development, Mainly necessary coding languages and web development",,2.0
51,,,Mary Ward,mary.ward@university.edu,Faculty,Research,Researcher,app development,"Databases, Environmental Informatics, Environmental Informatics, Environmental Informatics",,10.0
52,,,Mark Scott,mark.scott@research.org,Student,Research,Researcher,"AI , genetics ","Scientific Computing, Quantum Computing, Quantum Computing, Quantum Computing",,4.0
53,,,Susan Jenkins,susan.jenkins@university.edu,Faculty,Projects,Researcher,"Machine Learning, Deep Learning, Quantitative Analysis ","Web Development, Blockchain, Blockchain, Blockchain",,9.0
54,,,Vicki Watson,vicki.watson@university.edu,Researcher,Research,Faculty,NLP,"Cyber security,  coding - python, flutter, swift, firebase , flutter, swift, firebase , flutter, swift, firebase ",,8.0
55,,,Nathan Bates,nathan.bates@university.edu,Researcher,Study groups,Student,Proteomic analysis and bioassay testing for Biopharma,"Skilled in both, Cyber security,  coding - python , Cyber security,  coding - python , Cyber security,  coding - python ",,3.0
56,,,Christopher Wagner,christopher.wagner@example.com,Student,Projects,Researcher,Multimedia Computing,"Database Management, Sports analysis\nBasic Genomics knowledge, Sports analysis\nBasic Genomics knowledge, Sports analysis\nBasic Genomics knowledge",,2.0
57,,,Julie White,julie.white@research.org,Faculty,Study groups,Researcher,Finance and technology.,"C++, HTML, HTML, HTML",,22.0
58,,,Dominique Houston,dominique.houston@university.edu,Student,Projects,Student,"ML, Generative AI","dsa,frontend, SQL, SQL, SQL",,3.0
59,,,Aimee Nichols,aimee.nichols@research.org,Faculty,Research,Researcher,Virtual Reality,"Nada, Mobile Development, Mobile Development, Mobile Development",,16.0
60,,,Sydney Moore,sydney.moore@example.com,Faculty,Projects,Researcher,data science,"C++, C++, C++, C++",,19.0
61,,,Kathleen Rowe,kathleen.rowe@research.org,Researcher,Research,Student,behavioural economics,"Data Warehousing, AI, AI, AI",,6.0
62,,,Susan Benson,susan.benson@research.org,Student,Research,Researcher,Biotechnology,"Excel, Data Analysis, Data Analysis, Data Analysis",,1.0
63,,,Nicholas Watson,nicholas.watson@example.com,Researcher,Study groups,Student,AI & ML,"UI, Environmental Informatics, Environmental Informatics, Environmental Informatics",,10.0
64,,,Thomas Buck,thomas.buck@research.org,Student,Study groups,Student,app development,"Java, IoT, IoT, IoT",,3.0
65,,,Kylie Holland,kylie.holland@university.edu,Faculty,Research,Student,Cyber security - Ethical hacking,"NLP, Risk Analysis, LLMs , Project Management, Project Management, Project Management",,6.0
66,,,William Duran,william.duran@example.com,Student,Study groups,Student,nlp,"Computational Neuroscience, flutter, swift, firebase , flutter, swift, firebase , flutter, swift, firebase ",,3.0
67,,,Danielle Taylor,danielle.taylor@research.org,Student,Study groups,Researcher,Robotics,"Mechanical Design, Human-Computer Interaction, Human-Computer Interaction, Human-Computer Interaction",,3.0
68,,,Destiny Hunter,destiny.hunter@example.com,Student,Projects,Researcher,Virtual Reality,"MERN Stack, Spring boot, Java, ml, dl, app dev, ml, dl, app dev, ml, dl, app dev",,1.0
69,,,Victoria Robinson,victoria.robinson@research.org,Faculty,Study groups,Faculty,R,"Information Retrieval, Operating Systems, Operating Systems, Operating Systems",,5.0
70,,,Brandon Hughes,brandon.hughes@research.org,Student,Research,Student,Cyber security - Ethical hacking,"AI ML, DATA SCIENCE, Cloud computing, Cloud computing, Cloud computing",,2.0
71,,,Michelle Fernandez,michelle.fernandez@research.org,Student,Research,Student,Operating Systems,"R, Networking, Networking, Networking",,3.0
72,,,Erika Martinez,erika.martinez@research.org,Researcher,Projects,Faculty,Multimedia Computing,"Complex Systems, AI,ML,DL, AI,ML,DL, AI,ML,DL",,4.0
73,,,Amanda Jensen,amanda.jensen@research.org,Faculty,Research,Faculty,Finance and technology.,"AI,ML,DL, Front end dev\nbasic ui ux design\nbasic back end knowledge , Front end dev\nbasic ui ux design\nbasic back end knowledge , Front end dev\nbasic ui ux design\nbasic back end knowledge ",,15.0
74,,,Rhonda Harris,rhonda.harris@example.com,Faculty,Research,Faculty,app development,"spacy, nltk, python, Python programming , data analysis , Python programming , data analysis , Python programming , data analysis ",,11.0
75,,,Christopher Wilson,christopher.wilson@example.com,Student,Research,Faculty,Cybersecurity and cloud computing,"spacy, nltk, python, Legal knowledge encompasses a vast array of topics and areas of specialization. During my internship I got the opportunity to work on cases related to Constitutional Law,Criminal Law,Civil Law,Family Law,Corporate Law. Also I have a wide range of skills including Research Skills,Communication Skills,Critical Thinking,Negotiation Skills,Attention to Detail., Legal knowledge encompasses a vast array of topics and areas of specialization. During my internship I got the opportunity to work on cases related to Constitutional Law,Criminal Law,Civil Law,Family Law,Corporate Law. Also I have a wide range of skills including Research Skills,Communication Skills,Critical Thinking,Negotiation Skills,Attention to Detail., Legal knowledge encompasses a vast array of topics and areas of specialization. During my internship I got the opportunity to work on cases related to Constitutional Law,Criminal Law,Civil Law,Family Law,Corporate Law. Also I have a wide range of skills including Research Skills,Communication Skills,Critical Thinking,Negotiation Skills,Attention to Detail.",,2.0
76,,,Shari Taylor,shari.taylor@university.edu,Researcher,Projects,Faculty,app development,"Big Data, Data Science, Data Science, Data Science",,7.0
77,,,Sarah Greer,sarah.greer@example.com,Researcher,Study groups,Faculty,NLP,"Python, AI,ML,DL, AI,ML,DL, AI,ML,DL",,4.0
78,,,Megan Allen,megan.allen@research.org,Student,Research,Researcher,Full Stack Development,"dsa,frontend,communication, AI,ML,DL, AI,ML,DL, AI,ML,DL",,1.0
79,,,Gregory Duran,gregory.duran@example.com,Faculty,Research,Faculty,Finance and technology.,"AI ML, DATA SCIENCE, Data Science, Data Science, Data Science",,9.0
80,,,Aimee Nichols,aimee.nichols@example.com,Student,Study groups,Faculty,"Artificial intelligence, machine learning ","MERN Stack, Spring boot, Java, Data management for large industry, Data management for large industry, Data management for large industry",,2.0
81,,,Brittney Gibson,brittney.gibson@university.edu,Student,Projects,Researcher,UI/UX Design,"flutter, swift, kotlin, Cognitive Science, Cognitive Science, Cognitive Science",,2.0
82,,,Misty Hamilton,misty.hamilton@example.com,Faculty,Research,Researcher,Computational Neuroscience,"Internship experience in VAPT, project work in Python, Javascript, and their frameworks, research experience in malware analysis. Open source contributions in international organizations., dsa,frontend, dsa,frontend, dsa,frontend",,14.0
83,,,Connor Johnson,connor.johnson@research.org,Student,Projects,Faculty,ETL Processes,"Machine Learning, Law, Law, Law",,1.0
84,,,Daniel Gomez,daniel.gomez@example.com,Student,Study groups,Student,Structures,"Digital design\nFormal verification, Data Analysis, Data Analysis, Data Analysis",,0.0
85,,,Ronald Terry,ronald.terry@university.edu,Researcher,Study groups,Researcher,Pattern Recognition,"Cognitive Science, Java , python,c,c++,html,css, Java , python,c,c++,html,css, Java , python,c,c++,html,css",,1.0
86,,,Brian Yu,brian.yu@university.edu,Researcher,Study groups,Researcher,Robotics,"Scientific Computing, Scientific Computing, Scientific Computing, Scientific Computing",,3.0
87,,,Jessica English,jessica.english@research.org,Student,Research,Faculty,app development,"spacy, nltk, python, Social Network Analysis, Social Network Analysis, Social Network Analysis",,3.0
88,,,Kathleen Rowe,kathleen.rowe@university.edu,Student,Research,Faculty,"VLSI, MICROPROCESSORS AND MICROCONTROLLERS, ARDUINO, RTL DESIGNING, ANTENNA DESIGNING, COMMUNICATION ","expert in that, Digital Humanities, Digital Humanities, Digital Humanities",,2.0
89,,,Mark Morales,mark.morales@example.com,Researcher,Research,Student,"ml,dl","ml, dl, app dev, SQL, SQL, SQL",,5.0
90,,,Matthew Collins,matthew.collins@example.com,Student,Research,Researcher,Functional safety,"IoT, Mobile Development, Mobile Development, Mobile Development",,1.0
91,,,Anita Stewart,anita.stewart@university.edu,Student,Study groups,Researcher,Computational Biology,"Robotics, Pattern Recognition, Pattern Recognition, Pattern Recognition",,1.0
92,,,Autumn Warren,autumn.warren@research.org,Student,Projects,Faculty,DevOps,"ML,DL, Python, C , C++, Java, Statistics, Vectors, Scientific Computing, Scientific Computing, Scientific Computing",,0.0
93,,,Andrew Gray,andrew.gray@example.com,Faculty,Projects,Researcher,Computational Neuroscience,"Big Data, Machine Learning, Machine Learning, Machine Learning",,9.0
94,,,Chelsea Morris,chelsea.morris@university.edu,Faculty,Study groups,Student,Rizz,"ETL Processes, Android Developer, Android Developer, Android Developer",,13.0
95,,,Daniel Klein,daniel.klein@example.com,Researcher,Research,Researcher,Project Management,"Java , python,c,c++,html,css, Data management for large industry, Data management for large industry, Data management for large industry",,1.0
96,,,Randy Castillo,randy.castillo@university.edu,Student,Projects,Student,Database Management,"Machine Learning, Cyber security,  coding - python, Cyber security,  coding - python, Cyber security,  coding - python",,3.0
97,,,Pamela Jacobs,pamela.jacobs@university.edu,Student,Research,Faculty,NLP,"Mobile Development, Embedded Systems, Embedded Systems, Embedded Systems",,3.0
98,,,James Swanson,james.swanson@research.org,Student,Research,Faculty,"Hybrid engines , anything related to mechatronics engineering ","Computer Networks, flutter, swift, kotlin, flutter, swift, kotlin, flutter, swift, kotlin",,3.0
99,,,Jodi Green,jodi.green@research.org,Researcher,Projects,Researcher,Embedded Systems,"Design, problem solving, extensive research , escape, escape, escape",,3.0
100,,,Robert Morris,robert.morris@example.com,Researcher,Study groups,Faculty,Finance or aero or data science or coding,"Flask, data science, UI/UX Design, UI/UX Design, UI/UX Design",,5.0
101,,,Nicole Watson,nicole.watson@example.com,Student,Projects,Researcher,Human-Computer Interaction,"Agile Methodologies, Data Mining, Data Mining, Data Mining",,3.0
102,,,Leah Osborne,leah.osborne@university.edu,Faculty,Projects,Faculty,Cybersecurity,"AI, Data Warehousing, Data Warehousing, Data Warehousing",,17.0
103,,,Daniel Gomez,daniel.gomez@university.edu,Researcher,Study groups,Faculty,Database Management,"HTML,CSS,JS, ML, ML / Data analysis, ML / Data analysis, ML / Data analysis",,6.0
104,,,Sarah Gill,sarah.gill@example.com,Faculty,Study groups,Faculty,ETL Processes,"Digital design\nFormal verification, Theoretical Computer Science, Theoretical Computer Science, Theoretical Computer Science",,13.0
105,,,John Moore,john.moore@research.org,Student,Projects,Researcher,HTML,"Networking, Software Engineering, Software Engineering, Software Engineering",,2.0
106,,,Kathleen Rowe,kathleen.rowe@example.com,Researcher,Study groups,Student,Strategic Management,"Computer Vision, i am a ty ba economics student, i am a ty ba economics student, i am a ty ba economics student",,6.0
107,,,Destiny Mason,destiny.mason@research.org,Student,Projects,Student,Software Testing,"Computational Neuroscience, HTML,CSS,JS, ML, HTML,CSS,JS, ML, HTML,CSS,JS, ML",,3.0
108,,,Jade Carter,jade.carter@university.edu,Researcher,Research,Student,Preferably medical related,"Skilled in both, Drug development, bioinformatics with R programming, molecular biology research methodologies, cell culture, upstream and downstream process technologies, Drug development, bioinformatics with R programming, molecular biology research methodologies, cell culture, upstream and downstream process technologies, Drug development, bioinformatics with R programming, molecular biology research methodologies, cell culture, upstream and downstream process technologies",,3.0
109,,,Tiffany Love,tiffany.love@university.edu,Faculty,Study groups,Student,AI & ML,"Scientific Computing, Cloud computing, Cloud computing, Cloud computing",,9.0
110,,,Tracy Boyer,tracy.boyer@university.edu,Student,Study groups,Faculty,Cloud Computing,"Mechanical Design, Mechanical Design, Mechanical Design, Mechanical Design",,3.0
111,,,Darlene Wilson,darlene.wilson@university.edu,Student,Research,Faculty,"Artificial intelligence, machine learning ","MATLAB, IoT, PCB designing, Arduino programming , basic linux, IoT, PCB designing, Arduino programming , basic linux, IoT, PCB designing, Arduino programming , basic linux",,1.0
112,,,Sarah Gill,sarah.gill@university.edu,Faculty,Projects,Faculty,Social Network Analysis,"Operating Systems, Health Informatics, Health Informatics, Health Informatics",,14.0
113,,,Lisa Hester,lisa.hester@university.edu,Faculty,Study groups,Researcher,law,"Data Analysis, UI, UI, UI",,7.0
114,,,Mary Moore,mary.moore@example.com,Student,Research,Student,"Probablity theory, combinatorics, machine learning and statistics, competitive programming ","Distributed Systems, Blockchain, Blockchain, Blockchain",,2.0
115,,,Charles Reeves,charles.reeves@example.com,Researcher,Study groups,Faculty,MATLAB,"Computer Vision, Sports analysis\nBasic Genomics knowledge, Sports analysis\nBasic Genomics knowledge, Sports analysis\nBasic Genomics knowledge",,6.0
116,,,Savannah Lopez,savannah.lopez@research.org,Faculty,Research,Faculty,Cricket,"Spacy, python, Legal knowledge encompasses a vast array of topics and areas of specialization. During my internship I got the opportunity to work on cases related to Constitutional Law,Criminal Law,Civil Law,Family Law,Corporate Law. Also I have a wide range of skills including Research Skills,Communication Skills,Critical Thinking,Negotiation Skills,Attention to Detail., Legal knowledge encompasses a vast array of topics and areas of specialization. During my internship I got the opportunity to work on cases related to Constitutional Law,Criminal Law,Civil Law,Family Law,Corporate Law. Also I have a wide range of skills including Research Skills,Communication Skills,Critical Thinking,Negotiation Skills,Attention to Detail., Legal knowledge encompasses a vast array of topics and areas of specialization. During my internship I got the opportunity to work on cases related to Constitutional Law,Criminal Law,Civil Law,Family Law,Corporate Law. Also I have a wide range of skills including Research Skills,Communication Skills,Critical Thinking,Negotiation Skills,Attention to Detail.",,12.0
117,,,Christopher Gibson,christopher.gibson@research.org,Faculty,Research,Student,Rizz,"Geospatial Analysis, AI,ML,DL, AI,ML,DL, AI,ML,DL",,17.0
118,,,David Singh,david.singh@research.org,Faculty,Research,Researcher,Robotics,"AI ML, DATA SCIENCE, spacy, nltk, python, spacy, nltk, python, spacy, nltk, python",,19.0
119,,,Stephen Dougherty,stephen.dougherty@example.com,Faculty,Study groups,Faculty,data science,"Educational Technology, Arduino IDE, ROS, Fusion 360, Arduino IDE, ROS, Fusion 360, Arduino IDE, ROS, Fusion 360",,13.0
120,,,Autumn Weeks,autumn.weeks@university.edu,Faculty,Projects,Faculty,System Administration,"Agile Methodologies, Databases, Databases, Databases",,6.0
121,,,Kevin Wiggins,kevin.wiggins@example.com,Faculty,Study groups,Faculty,Algorithms,"dsa,frontend,communication, expert in that, expert in that, expert in that",,16.0
122,,,Dr. Amanda Vincent,dr..vincent@university.edu,Researcher,Study groups,Student,"AI,ML,CLOUD COMPUTING","spacy, nltk, python, ai ml, ai ml, ai ml",,5.0
123,,,Eric Garcia,eric.garcia@research.org,Student,Research,Researcher,Computer Networks,"NLP, Risk Analysis, LLMs , dsa,frontend,communication, dsa,frontend,communication, dsa,frontend,communication",,3.0
124,,,Ryan Bennett,ryan.bennett@university.edu,Researcher,Research,Student,nlp,"Pattern Recognition, AI, AI, AI",,7.0
125,,,Tyler Coleman,tyler.coleman@university.edu,Researcher,Research,Student,"VLSI, MICROPROCESSORS AND MICROCONTROLLERS, ARDUINO, RTL DESIGNING, ANTENNA DESIGNING, COMMUNICATION ","Cognitive Science, Machine Learning, Machine Learning, Machine Learning",,1.0
126,,,Andrew Nelson,andrew.nelson@example.com,Faculty,Research,Faculty,Strategic Management,"Python, Data Warehousing, Data Warehousing, Data Warehousing",,9.0
127,,,Taylor Bell,taylor.bell@university.edu,Student,Research,Faculty,Augmented Reality,"Project Management, Data Science, Data Science, Data Science",,2.0
128,,,Alison Castillo,alison.castillo@university.edu,Faculty,Projects,Student,"AI,ML,CLOUD COMPUTING","Software Testing, Law, Law, Law",,18.0
129,,,Gwendolyn Flowers,gwendolyn.flowers@example.com,Student,Projects,Student,"Electronics, robotics ","Pattern Recognition, Python programming , data analysis , Python programming , data analysis , Python programming , data analysis ",,3.0
130,,,Janet Sharp,janet.sharp@example.com,Researcher,Research,Student,Quantum Computing,"Sports analysis\nBasic Genomics knowledge, Complex Systems, Complex Systems, Complex Systems",,7.0
131,,,William Dalton,william.dalton@research.org,Researcher,Projects,Researcher,"Machine Learning, Deep Learning, Quantitative Analysis ","DevOps, Structural analysis., Structural analysis., Structural analysis.",,1.0
132,,,April Lopez,april.lopez@university.edu,Student,Projects,Faculty,JavaScript,"Computational Neuroscience, Tanner Tools, Vivado, MATLAB, python,etc, Tanner Tools, Vivado, MATLAB, python,etc, Tanner Tools, Vivado, MATLAB, python,etc",,2.0
133,,,John Smith,john.smith@example.com,Student,Projects,Researcher,Natural language processing,"nlp, Machine Learning, Machine Learning, Machine Learning",,2.0
134,,,Victoria Fernandez,victoria.fernandez@example.com,Researcher,Study groups,Student,R,"dsa,frontend,communication, Verilog Coding, Arduino Coding, 8051 and 8086 Coding, Verilog Coding, Arduino Coding, 8051 and 8086 Coding, Verilog Coding, Arduino Coding, 8051 and 8086 Coding",,4.0
135,,,John Smith,john.smith@university.edu,Researcher,Study groups,Researcher,Database Management,"An awareness and basic knowledge of social issues such as poverty, homelessness, and addiction as well as in-depth study and knowledge of human behaviour and group behaviour. \n\nSkill sets: Empathy and listening skills and basic data collection and analysis/interpretation skills. , Quantum Computing, Quantum Computing, Quantum Computing",,4.0
136,,,Sara Jones,sara.jones@example.com,Faculty,Research,Researcher,Software Architecture,"E-commerce Technology, Virtual Reality, Virtual Reality, Virtual Reality",,22.0
137,,,Amanda Shea,amanda.shea@research.org,Student,Projects,Student,"flutter, AI/ML","UI, Computer Vision, Computer Vision, Computer Vision",,2.0
138,,,Valerie Hughes,valerie.hughes@example.com,Student,Study groups,Student,"Electronics, robotics ","Information Retrieval, Networking, Networking, Networking",,4.0
139,,,David Douglas,david.douglas@research.org,Student,Research,Student,Proteomic analysis and bioassay testing for Biopharma,"Mechanical Design, Data management for large industry, Data management for large industry, Data management for large industry",,2.0
140,,,Larry Novak,larry.novak@research.org,Researcher,Projects,Faculty,Finance or aero or data science or coding,"Information Retrieval, Java , python,c,c++,html,css, Java , python,c,c++,html,css, Java , python,c,c++,html,css",,8.0
141,,,Nicole Ward,nicole.ward@research.org,Researcher,Research,Researcher,Pattern Recognition,"Web Dev: HTML, CSS, JS, React.JS, Typescript, Tailwind, tRPC, MongoDB, DynamoDB, SQL\nAIML: ML, DL, CNN, RNN, LSTM\nProgramming: Java, C++, Python, ai ml, ai ml, ai ml",,4.0
142,,,Andrea Cruz,andrea.cruz@example.com,Student,Projects,Faculty,Cybersecurity,"Database Management, Android Developer, Android Developer, Android Developer",,3.0
143,,,Mark Casey,mark.casey@research.org,Faculty,Study groups,Student,Data Mining,"Scientific Computing, HTML,CSS,JS, ML, HTML,CSS,JS, ML, HTML,CSS,JS, ML",,11.0
144,,,Melissa Lewis,melissa.lewis@example.com,Student,Projects,Faculty,Parallel Computing,"Computer Networks, Digital design\nFormal verification, Digital design\nFormal verification, Digital design\nFormal verification",,3.0
145,,,Cody Cole,cody.cole@example.com,Faculty,Projects,Researcher,Computer Networks,"fullstack development, PLC programming, arduino, MERN Stack, Spring boot, Java, MERN Stack, Spring boot, Java, MERN Stack, Spring boot, Java",,11.0
146,,,Daniel Klein,daniel.klein@example.com,Researcher,Projects,Faculty,Augmented Reality,"E-commerce Technology, Computer Networks, Computer Networks, Computer Networks",,4.0
147,,,Kristin Evans,kristin.evans@research.org,Faculty,Study groups,Researcher,Multimedia Computing,"Structural analysis., Python, SQL, Tableau, Data Analytics , Python, SQL, Tableau, Data Analytics , Python, SQL, Tableau, Data Analytics ",,8.0
148,,,Joshua Jones,joshua.jones@example.com,Researcher,Projects,Faculty,NLP,"Web Dev: HTML, CSS, JS, React.JS, Typescript, Tailwind, tRPC, MongoDB, DynamoDB, SQL\nAIML: ML, DL, CNN, RNN, LSTM\nProgramming: Java, C++, Python, Cyber security,  coding - python , Cyber security,  coding - python , Cyber security,  coding - python ",,7.0
149,,,Christopher Gibson,christopher.gibson@research.org,Student,Projects,Faculty,Human-Computer Interaction,"Social Network Analysis, Computer Networks, Computer Networks, Computer Networks",,2.0
150,,,Sarah Greer,sarah.greer@research.org,Faculty,Projects,Researcher,"Cyber security, software development, cloud and applications","Quantum Computing, HTML,CSS,JS, ML, HTML,CSS,JS, ML, HTML,CSS,JS, ML",,21.0
151,,,Andrew Anderson,andrew.anderson@research.org,Researcher,Study groups,Researcher,data science,"Sustainable Computing, Flask, data science, Flask, data science, Flask, data science",,2.0
152,,,Kylie Holland,kylie.holland@university.edu,Student,Study groups,Faculty,Environmental Informatics,"Web development\nBioinformatics tools\nMarketing strategies\nGame design, Computational Neuroscience, Computational Neuroscience, Computational Neuroscience",,0.0
153,,,Samantha Perez,samantha.perez@university.edu,Student,Study groups,Faculty,Game Theory,"Blockchain, Flask, data science, Flask, data science, Flask, data science",,2.0
154,,,Jodi Green,jodi.green@example.com,Faculty,Projects,Researcher,CSS,"Algorithms, Health Informatics, Health Informatics, Health Informatics",,9.0
155,,,Julie Jackson,julie.jackson@university.edu,Researcher,Projects,Faculty,Cybersecurity,"Virtual Reality, Spacy, python, Spacy, python, Spacy, python",,5.0
156,,,Tommy Wilson,tommy.wilson@research.org,Student,Projects,Student,IoT,"MATLAB, Networking, Networking, Networking",,1.0
157,,,Paul Wiley,paul.wiley@example.com,Student,Projects,Student,Game,"Business Intelligence, Cybersecurity, Cybersecurity, Cybersecurity",,3.0
158,,,James Swanson,james.swanson@research.org,Faculty,Study groups,Researcher,Software Engineering,"Artificial intelligence, research. And the basics as a computer science student, Law, Law, Law",,9.0
159,,,Brandi Nielsen,brandi.nielsen@research.org,Researcher,Research,Faculty,Data Mining,"Excel, Data Analytics , AI , Tensorflow, Data Analytics , AI , Tensorflow, Data Analytics , AI , Tensorflow",,9.0
160,,,Sara Phelps,sara.phelps@research.org,Faculty,Research,Student,Proteomic analysis and bioassay testing for Biopharma,"HTML,CSS,JS, ML, Computer Vision, Computer Vision, Computer Vision",,14.0
161,,,Jeffery Valencia,jeffery.valencia@example.com,Student,Research,Researcher,Java,"Business Intelligence, Business Intelligence, Business Intelligence, Business Intelligence",,0.0
162,,,Samuel Roberts,samuel.roberts@example.com,Student,Research,Researcher,AI,"Information Retrieval, Digital Humanities, Digital Humanities, Digital Humanities",,1.0
163,,,Mark Jones,mark.jones@research.org,Student,Projects,Faculty,Biotechnology,"JavaScript, Cybersecurity, Cybersecurity, Cybersecurity",,2.0
164,,,Cynthia Wilson MD,cynthia.md@example.com,Researcher,Study groups,Student,Business Intelligence,"Machine Learning, HTML,ReactJS, DL, HTML,ReactJS, DL, HTML,ReactJS, DL",,8.0
165,,,Autumn Warren,autumn.warren@research.org,Faculty,Projects,Student,"AI,ML,CLOUD COMPUTING","Excel, ai ml, ai ml, ai ml",,19.0
166,,,Joseph Gentry,joseph.gentry@university.edu,Researcher,Projects,Faculty,Quantum Computing,"HTML,CSS,JS, ML, Web Development, Web Development, Web Development",,5.0
167,,,Briana Acevedo,briana.acevedo@research.org,Student,Research,Researcher,Artificial Intelligence,"flutter, swift, kotlin, Excel, Excel, Excel",,1.0
168,,,Lisa Bray,lisa.bray@research.org,Student,Projects,Student,"Cyber security, software development, cloud and applications","Computer Networks, ai ml, ai ml, ai ml",,2.0
169,,,Paula Russell,paula.russell@example.com,Researcher,Study groups,Faculty,ETL Processes,"SQL, Machine Learning, Machine Learning, Machine Learning",,8.0
170,,,Scott Morris,scott.morris@university.edu,Faculty,Study groups,Researcher,R,"nlp, RPA, RPA, RPA",,10.0
171,,,Alison Castillo,alison.castillo@example.com,Faculty,Research,Researcher,Information Retrieval,"AI,ML,DL, Machine Learning, Machine Learning, Machine Learning",,12.0
172,,,Samantha Perez,samantha.perez@example.com,Researcher,Study groups,Student,Data Analysis,"Web Development, Virtual Reality, Virtual Reality, Virtual Reality",,4.0
173,,,John Shaw,john.shaw@research.org,Researcher,Research,Faculty,Data Analysis,"I dont possess any technical knowledge but i am too enticed by these topics that i read what i come across, Social Network Analysis, Social Network Analysis, Social Network Analysis",,9.0
174,,,Kristine Bell,kristine.bell@research.org,Student,Projects,Student,Social Work and Community Engagement/Development,"Computational Neuroscience, Software Testing, Software Testing, Software Testing",,2.0
175,,,Vanessa Schwartz,vanessa.schwartz@research.org,Researcher,Projects,Researcher,Software Architecture,"Digital design\nFormal verification, Complex Systems, Complex Systems, Complex Systems",,8.0
176,,,Vanessa Schwartz,vanessa.schwartz@example.com,Student,Research,Researcher,"ml, dl, nlp","Software Testing, Web development\nBioinformatics tools\nMarketing strategies\nGame design, Web development\nBioinformatics tools\nMarketing strategies\nGame design, Web development\nBioinformatics tools\nMarketing strategies\nGame design",,3.0
177,,,Alexandra Moreno,alexandra.moreno@example.com,Faculty,Research,Student,Artificial Intelligence,"Excel, Wireless Networks, Wireless Networks, Wireless Networks",,16.0
178,,,Stacy English,stacy.english@university.edu,Researcher,Projects,Faculty,Multimedia Computing,"Front end dev\nbasic ui ux design\nbasic back end knowledge , R, R, R",,6.0
179,,,Sherry Lewis,sherry.lewis@research.org,Faculty,Research,Researcher,behavioural economics,"Computer Networks, Excel, Excel, Excel",,25.0
180,,,William Duran,william.duran@example.com,Researcher,Research,Faculty,Computer Networks,"python, NLTK, Spacy, NLP, Risk Analysis, LLMs , NLP, Risk Analysis, LLMs , NLP, Risk Analysis, LLMs ",,6.0
181,,,Alison Castillo,alison.castillo@university.edu,Student,Study groups,Faculty,"NLP, finance, staristical mathematics ","python, machine learning\n, R, R, R",,1.0
182,,,Tracy Young,tracy.young@research.org,Faculty,Study groups,Faculty,AI/ML,"Complex Systems, UI, UI, UI",,5.0
183,,,Erin Moreno,erin.moreno@example.com,Student,Study groups,Researcher,Game Theory,"dsa,frontend, data science, AI, ML, data science, AI, ML, data science, AI, ML",,1.0
184,,,Andre Scott,andre.scott@university.edu,Faculty,Study groups,Faculty,"Probablity theory, combinatorics, machine learning and statistics, competitive programming ","ml, dl, app dev, Health Informatics, Health Informatics, Health Informatics",,8.0
185,,,Jessica Haynes,jessica.haynes@research.org,Faculty,Study groups,Researcher,Educational Technology,"Python programming , data analysis , Theoretical Computer Science, Theoretical Computer Science, Theoretical Computer Science",,17.0
186,,,Paula Russell,paula.russell@university.edu,Faculty,Study groups,Student,Web Development,"Cyber security,  coding - python, Web Dev: HTML, CSS, JS, React.JS, Typescript, Tailwind, tRPC, MongoDB, DynamoDB, SQL\nAIML: ML, DL, CNN, RNN, LSTM\nProgramming: Java, C++, Python, Web Dev: HTML, CSS, JS, React.JS, Typescript, Tailwind, tRPC, MongoDB, DynamoDB, SQL\nAIML: ML, DL, CNN, RNN, LSTM\nProgramming: Java, C++, Python, Web Dev: HTML, CSS, JS, React.JS, Typescript, Tailwind, tRPC, MongoDB, DynamoDB, SQL\nAIML: ML, DL, CNN, RNN, LSTM\nProgramming: Java, C++, Python",,15.0
187,,,Debra Downs,debra.downs@university.edu,Researcher,Study groups,Faculty,"computers, dsa, ml, dl, nlp","HTML,ReactJS, DL, Quantum Computing, Quantum Computing, Quantum Computing",,7.0
188,,,Evan Calhoun,evan.calhoun@university.edu,Researcher,Research,Faculty,AIML/UI design,"JavaScript, NLP, Risk Analysis, LLMs , NLP, Risk Analysis, LLMs , NLP, Risk Analysis, LLMs ",,3.0
189,,,Tiffany Ortega,tiffany.ortega@research.org,Researcher,Research,Student,data science,"Data Mining, Database Management, Database Management, Database Management",,5.0
190,,,Clarence Barber,clarence.barber@university.edu,Student,Projects,Researcher,ML,"Machine Learning, Machine Learning, Machine Learning, Machine Learning",,2.0
191,,,Laura Hampton,laura.hampton@example.com,Faculty,Study groups,Student,"Anything about computer science, exploring rn","Computer Networks, Arduino IDE, ROS, Fusion 360, Arduino IDE, ROS, Fusion 360, Arduino IDE, ROS, Fusion 360",,13.0
